feature_id	chromosome	summary_file	sample_size
MYL6.Skin_Not_Sun_Exposed_Suprapubic	12	../summary/WH_GTEx/MYL6.Skin_Not_Sun_Exposed_Suprapubic	AUTO
NAGLU.Cells_Cultured_fibroblasts	17	../summary/WH_GTEx/NAGLU.Cells_Cultured_fibroblasts	AUTO
NDFIP1.Skin_Not_Sun_Exposed_Suprapubic	5	../summary/WH_GTEx/NDFIP1.Skin_Not_Sun_Exposed_Suprapubic	AUTO
NDFIP1.Whole_Blood	5	../summary/WH_GTEx/NDFIP1.Whole_Blood	AUTO
NDST2.Skin_Not_Sun_Exposed_Suprapubic	10	../summary/WH_GTEx/NDST2.Skin_Not_Sun_Exposed_Suprapubic	AUTO
NDST2.Whole_Blood	10	../summary/WH_GTEx/NDST2.Whole_Blood	AUTO
NDUFAF1.Cells_Cultured_fibroblasts	15	../summary/WH_GTEx/NDUFAF1.Cells_Cultured_fibroblasts	AUTO
NDUFAF1.Cells_EBV-transformed_lymphocytes	15	../summary/WH_GTEx/NDUFAF1.Cells_EBV-transformed_lymphocytes	AUTO
NEU4.Skin_Not_Sun_Exposed_Suprapubic	2	../summary/WH_GTEx/NEU4.Skin_Not_Sun_Exposed_Suprapubic	AUTO
NEU4.Skin_Sun_Exposed_Lower_leg	2	../summary/WH_GTEx/NEU4.Skin_Sun_Exposed_Lower_leg	AUTO
NFKB1.Cells_Cultured_fibroblasts	4	../summary/WH_GTEx/NFKB1.Cells_Cultured_fibroblasts	AUTO
NFKB1.Whole_Blood	4	../summary/WH_GTEx/NFKB1.Whole_Blood	AUTO
NRROS.Skin_Sun_Exposed_Lower_leg	3	../summary/WH_GTEx/NRROS.Skin_Sun_Exposed_Lower_leg	AUTO
NSMCE1.Skin_Sun_Exposed_Lower_leg	16	../summary/WH_GTEx/NSMCE1.Skin_Sun_Exposed_Lower_leg	AUTO
NUSAP1.Cells_Cultured_fibroblasts	15	../summary/WH_GTEx/NUSAP1.Cells_Cultured_fibroblasts	AUTO
ORMDL3.Cells_Cultured_fibroblasts	17	../summary/WH_GTEx/ORMDL3.Cells_Cultured_fibroblasts	AUTO
ORMDL3.Cells_EBV-transformed_lymphocytes	17	../summary/WH_GTEx/ORMDL3.Cells_EBV-transformed_lymphocytes	AUTO
ORMDL3.Skin_Not_Sun_Exposed_Suprapubic	17	../summary/WH_GTEx/ORMDL3.Skin_Not_Sun_Exposed_Suprapubic	AUTO
ORMDL3.Skin_Sun_Exposed_Lower_leg	17	../summary/WH_GTEx/ORMDL3.Skin_Sun_Exposed_Lower_leg	AUTO
ORMDL3.Whole_Blood	17	../summary/WH_GTEx/ORMDL3.Whole_Blood	AUTO
OTX1.Skin_Sun_Exposed_Lower_leg	2	../summary/WH_GTEx/OTX1.Skin_Sun_Exposed_Lower_leg	AUTO
OVOL1.Cells_EBV-transformed_lymphocytes	11	../summary/WH_GTEx/OVOL1.Cells_EBV-transformed_lymphocytes	AUTO
P4HA2.Cells_Cultured_fibroblasts	5	../summary/WH_GTEx/P4HA2.Cells_Cultured_fibroblasts	AUTO
PDCD1.Whole_Blood	2	../summary/WH_GTEx/PDCD1.Whole_Blood	AUTO
PDLIM4.Cells_Cultured_fibroblasts	5	../summary/WH_GTEx/PDLIM4.Cells_Cultured_fibroblasts	AUTO
PDLIM4.Cells_EBV-transformed_lymphocytes	5	../summary/WH_GTEx/PDLIM4.Cells_EBV-transformed_lymphocytes	AUTO
PDLIM4.Skin_Not_Sun_Exposed_Suprapubic	5	../summary/WH_GTEx/PDLIM4.Skin_Not_Sun_Exposed_Suprapubic	AUTO
PDLIM4.Skin_Sun_Exposed_Lower_leg	5	../summary/WH_GTEx/PDLIM4.Skin_Sun_Exposed_Lower_leg	AUTO
PGAP3.Skin_Not_Sun_Exposed_Suprapubic	17	../summary/WH_GTEx/PGAP3.Skin_Not_Sun_Exposed_Suprapubic	AUTO
PGAP3.Skin_Sun_Exposed_Lower_leg	17	../summary/WH_GTEx/PGAP3.Skin_Sun_Exposed_Lower_leg	AUTO
PGAP3.Whole_Blood	17	../summary/WH_GTEx/PGAP3.Whole_Blood	AUTO
PHF19.Cells_Cultured_fibroblasts	9	../summary/WH_GTEx/PHF19.Cells_Cultured_fibroblasts	AUTO
PHF19.Whole_Blood	9	../summary/WH_GTEx/PHF19.Whole_Blood	AUTO
PIBF1.Skin_Not_Sun_Exposed_Suprapubic	13	../summary/WH_GTEx/PIBF1.Skin_Not_Sun_Exposed_Suprapubic	AUTO
PIK3R3.Whole_Blood	1	../summary/WH_GTEx/PIK3R3.Whole_Blood	AUTO
PLCL1.Cells_Cultured_fibroblasts	2	../summary/WH_GTEx/PLCL1.Cells_Cultured_fibroblasts	AUTO
PLCL1.Whole_Blood	2	../summary/WH_GTEx/PLCL1.Whole_Blood	AUTO
PMM1.Cells_Cultured_fibroblasts	22	../summary/WH_GTEx/PMM1.Cells_Cultured_fibroblasts	AUTO
PMM1.Cells_EBV-transformed_lymphocytes	22	../summary/WH_GTEx/PMM1.Cells_EBV-transformed_lymphocytes	AUTO
PMM1.Skin_Not_Sun_Exposed_Suprapubic	22	../summary/WH_GTEx/PMM1.Skin_Not_Sun_Exposed_Suprapubic	AUTO
PMM1.Skin_Sun_Exposed_Lower_leg	22	../summary/WH_GTEx/PMM1.Skin_Sun_Exposed_Lower_leg	AUTO
POLI.Cells_Cultured_fibroblasts	18	../summary/WH_GTEx/POLI.Cells_Cultured_fibroblasts	AUTO
POLI.Cells_EBV-transformed_lymphocytes	18	../summary/WH_GTEx/POLI.Cells_EBV-transformed_lymphocytes	AUTO
POLI.Skin_Sun_Exposed_Lower_leg	18	../summary/WH_GTEx/POLI.Skin_Sun_Exposed_Lower_leg	AUTO
PPP1R1B.Skin_Not_Sun_Exposed_Suprapubic	17	../summary/WH_GTEx/PPP1R1B.Skin_Not_Sun_Exposed_Suprapubic	AUTO
PPP1R1B.Skin_Sun_Exposed_Lower_leg	17	../summary/WH_GTEx/PPP1R1B.Skin_Sun_Exposed_Lower_leg	AUTO
PPP2R3C.Cells_EBV-transformed_lymphocytes	14	../summary/WH_GTEx/PPP2R3C.Cells_EBV-transformed_lymphocytes	AUTO
PPP2R3C.Skin_Not_Sun_Exposed_Suprapubic	14	../summary/WH_GTEx/PPP2R3C.Skin_Not_Sun_Exposed_Suprapubic	AUTO
PPP2R3C.Skin_Sun_Exposed_Lower_leg	14	../summary/WH_GTEx/PPP2R3C.Skin_Sun_Exposed_Lower_leg	AUTO
PPP2R3C.Whole_Blood	14	../summary/WH_GTEx/PPP2R3C.Whole_Blood	AUTO
PSMD3.Cells_Cultured_fibroblasts	17	../summary/WH_GTEx/PSMD3.Cells_Cultured_fibroblasts	AUTO
PSMD5.Cells_Cultured_fibroblasts	9	../summary/WH_GTEx/PSMD5.Cells_Cultured_fibroblasts	AUTO
PSMD5.Skin_Not_Sun_Exposed_Suprapubic	9	../summary/WH_GTEx/PSMD5.Skin_Not_Sun_Exposed_Suprapubic	AUTO
PSMD5.Skin_Sun_Exposed_Lower_leg	9	../summary/WH_GTEx/PSMD5.Skin_Sun_Exposed_Lower_leg	AUTO
PSMD5.Whole_Blood	9	../summary/WH_GTEx/PSMD5.Whole_Blood	AUTO
PTRF.Cells_Cultured_fibroblasts	17	../summary/WH_GTEx/PTRF.Cells_Cultured_fibroblasts	AUTO
PTRF.Skin_Not_Sun_Exposed_Suprapubic	17	../summary/WH_GTEx/PTRF.Skin_Not_Sun_Exposed_Suprapubic	AUTO
PUS10.Skin_Sun_Exposed_Lower_leg	2	../summary/WH_GTEx/PUS10.Skin_Sun_Exposed_Lower_leg	AUTO
PUS10.Whole_Blood	2	../summary/WH_GTEx/PUS10.Whole_Blood	AUTO
PVALB.Whole_Blood	22	../summary/WH_GTEx/PVALB.Whole_Blood	AUTO
RAB14.Cells_Cultured_fibroblasts	9	../summary/WH_GTEx/RAB14.Cells_Cultured_fibroblasts	AUTO
RAD50.Skin_Not_Sun_Exposed_Suprapubic	5	../summary/WH_GTEx/RAD50.Skin_Not_Sun_Exposed_Suprapubic	AUTO
RAD50.Skin_Sun_Exposed_Lower_leg	5	../summary/WH_GTEx/RAD50.Skin_Sun_Exposed_Lower_leg	AUTO
RANGAP1.Skin_Sun_Exposed_Lower_leg	22	../summary/WH_GTEx/RANGAP1.Skin_Sun_Exposed_Lower_leg	AUTO
RAPGEFL1.Cells_EBV-transformed_lymphocytes	17	../summary/WH_GTEx/RAPGEFL1.Cells_EBV-transformed_lymphocytes	AUTO
RAVER2.Cells_Cultured_fibroblasts	1	../summary/WH_GTEx/RAVER2.Cells_Cultured_fibroblasts	AUTO
RBM17.Skin_Sun_Exposed_Lower_leg	10	../summary/WH_GTEx/RBM17.Skin_Sun_Exposed_Lower_leg	AUTO
RCOR1.Whole_Blood	14	../summary/WH_GTEx/RCOR1.Whole_Blood	AUTO
RERE.Cells_Cultured_fibroblasts	1	../summary/WH_GTEx/RERE.Cells_Cultured_fibroblasts	AUTO
RERE.Skin_Not_Sun_Exposed_Suprapubic	1	../summary/WH_GTEx/RERE.Skin_Not_Sun_Exposed_Suprapubic	AUTO
RERE.Skin_Sun_Exposed_Lower_leg	1	../summary/WH_GTEx/RERE.Skin_Sun_Exposed_Lower_leg	AUTO
RERE.Whole_Blood	1	../summary/WH_GTEx/RERE.Whole_Blood	AUTO
RGS14.Cells_Cultured_fibroblasts	5	../summary/WH_GTEx/RGS14.Cells_Cultured_fibroblasts	AUTO
RGS14.Skin_Not_Sun_Exposed_Suprapubic	5	../summary/WH_GTEx/RGS14.Skin_Not_Sun_Exposed_Suprapubic	AUTO
RGS14.Skin_Sun_Exposed_Lower_leg	5	../summary/WH_GTEx/RGS14.Skin_Sun_Exposed_Lower_leg	AUTO
RMI2.Skin_Not_Sun_Exposed_Suprapubic	16	../summary/WH_GTEx/RMI2.Skin_Not_Sun_Exposed_Suprapubic	AUTO
RMI2.Skin_Sun_Exposed_Lower_leg	16	../summary/WH_GTEx/RMI2.Skin_Sun_Exposed_Lower_leg	AUTO
RPRD2.Whole_Blood	1	../summary/WH_GTEx/RPRD2.Whole_Blood	AUTO
RPS26.Cells_Cultured_fibroblasts	12	../summary/WH_GTEx/RPS26.Cells_Cultured_fibroblasts	AUTO
RPS26.Cells_EBV-transformed_lymphocytes	12	../summary/WH_GTEx/RPS26.Cells_EBV-transformed_lymphocytes	AUTO
RPS26.Skin_Sun_Exposed_Lower_leg	12	../summary/WH_GTEx/RPS26.Skin_Sun_Exposed_Lower_leg	AUTO
RPS26.Whole_Blood	12	../summary/WH_GTEx/RPS26.Whole_Blood	AUTO
RPTN.Skin_Not_Sun_Exposed_Suprapubic	1	../summary/WH_GTEx/RPTN.Skin_Not_Sun_Exposed_Suprapubic	AUTO
RTEL1.Skin_Not_Sun_Exposed_Suprapubic	20	../summary/WH_GTEx/RTEL1.Skin_Not_Sun_Exposed_Suprapubic	AUTO
RTEL1.Skin_Sun_Exposed_Lower_leg	20	../summary/WH_GTEx/RTEL1.Skin_Sun_Exposed_Lower_leg	AUTO
RTEL1.Whole_Blood	20	../summary/WH_GTEx/RTEL1.Whole_Blood	AUTO
RTF1.Whole_Blood	15	../summary/WH_GTEx/RTF1.Whole_Blood	AUTO
S100A3.Cells_Cultured_fibroblasts	1	../summary/WH_GTEx/S100A3.Cells_Cultured_fibroblasts	AUTO
SCYL1.Cells_Cultured_fibroblasts	11	../summary/WH_GTEx/SCYL1.Cells_Cultured_fibroblasts	AUTO
SDR9C7.Skin_Not_Sun_Exposed_Suprapubic	12	../summary/WH_GTEx/SDR9C7.Skin_Not_Sun_Exposed_Suprapubic	AUTO
SDR9C7.Skin_Sun_Exposed_Lower_leg	12	../summary/WH_GTEx/SDR9C7.Skin_Sun_Exposed_Lower_leg	AUTO
SENP7.Whole_Blood	3	../summary/WH_GTEx/SENP7.Whole_Blood	AUTO
SEPT8.Cells_Cultured_fibroblasts	5	../summary/WH_GTEx/SEPT8.Cells_Cultured_fibroblasts	AUTO
SEPT8.Skin_Not_Sun_Exposed_Suprapubic	5	../summary/WH_GTEx/SEPT8.Skin_Not_Sun_Exposed_Suprapubic	AUTO
SEPT8.Skin_Sun_Exposed_Lower_leg	5	../summary/WH_GTEx/SEPT8.Skin_Sun_Exposed_Lower_leg	AUTO
SEPT8.Whole_Blood	5	../summary/WH_GTEx/SEPT8.Whole_Blood	AUTO
SERPINB7.Skin_Not_Sun_Exposed_Suprapubic	18	../summary/WH_GTEx/SERPINB7.Skin_Not_Sun_Exposed_Suprapubic	AUTO
SF3B1.Skin_Not_Sun_Exposed_Suprapubic	2	../summary/WH_GTEx/SF3B1.Skin_Not_Sun_Exposed_Suprapubic	AUTO
SF3B1.Skin_Sun_Exposed_Lower_leg	2	../summary/WH_GTEx/SF3B1.Skin_Sun_Exposed_Lower_leg	AUTO
SH3BGRL3.Skin_Not_Sun_Exposed_Suprapubic	1	../summary/WH_GTEx/SH3BGRL3.Skin_Not_Sun_Exposed_Suprapubic	AUTO
SIDT2.Skin_Sun_Exposed_Lower_leg	11	../summary/WH_GTEx/SIDT2.Skin_Sun_Exposed_Lower_leg	AUTO
SIK2.Cells_Cultured_fibroblasts	11	../summary/WH_GTEx/SIK2.Cells_Cultured_fibroblasts	AUTO
SIK2.Whole_Blood	11	../summary/WH_GTEx/SIK2.Whole_Blood	AUTO
SIPA1.Cells_Cultured_fibroblasts	11	../summary/WH_GTEx/SIPA1.Cells_Cultured_fibroblasts	AUTO
SIPA1.Cells_EBV-transformed_lymphocytes	11	../summary/WH_GTEx/SIPA1.Cells_EBV-transformed_lymphocytes	AUTO
SLC15A2.Skin_Sun_Exposed_Lower_leg	3	../summary/WH_GTEx/SLC15A2.Skin_Sun_Exposed_Lower_leg	AUTO
SLC22A4.Skin_Not_Sun_Exposed_Suprapubic	5	../summary/WH_GTEx/SLC22A4.Skin_Not_Sun_Exposed_Suprapubic	AUTO
SLC22A4.Skin_Sun_Exposed_Lower_leg	5	../summary/WH_GTEx/SLC22A4.Skin_Sun_Exposed_Lower_leg	AUTO
SLC22A4.Whole_Blood	5	../summary/WH_GTEx/SLC22A4.Whole_Blood	AUTO
SLC22A5.Cells_Cultured_fibroblasts	5	../summary/WH_GTEx/SLC22A5.Cells_Cultured_fibroblasts	AUTO
SLC22A5.Cells_EBV-transformed_lymphocytes	5	../summary/WH_GTEx/SLC22A5.Cells_EBV-transformed_lymphocytes	AUTO
SLC22A5.Skin_Not_Sun_Exposed_Suprapubic	5	../summary/WH_GTEx/SLC22A5.Skin_Not_Sun_Exposed_Suprapubic	AUTO
SLC22A5.Skin_Sun_Exposed_Lower_leg	5	../summary/WH_GTEx/SLC22A5.Skin_Sun_Exposed_Lower_leg	AUTO
SLC22A5.Whole_Blood	5	../summary/WH_GTEx/SLC22A5.Whole_Blood	AUTO
SLC25A46.Cells_Cultured_fibroblasts	5	../summary/WH_GTEx/SLC25A46.Cells_Cultured_fibroblasts	AUTO
SLC25A46.Skin_Not_Sun_Exposed_Suprapubic	5	../summary/WH_GTEx/SLC25A46.Skin_Not_Sun_Exposed_Suprapubic	AUTO
SLC25A46.Skin_Sun_Exposed_Lower_leg	5	../summary/WH_GTEx/SLC25A46.Skin_Sun_Exposed_Lower_leg	AUTO
SLC25A46.Whole_Blood	5	../summary/WH_GTEx/SLC25A46.Whole_Blood	AUTO
SLC35A1.Skin_Sun_Exposed_Lower_leg	6	../summary/WH_GTEx/SLC35A1.Skin_Sun_Exposed_Lower_leg	AUTO
SMAD3.Cells_Cultured_fibroblasts	15	../summary/WH_GTEx/SMAD3.Cells_Cultured_fibroblasts	AUTO
SMAD3.Skin_Sun_Exposed_Lower_leg	15	../summary/WH_GTEx/SMAD3.Skin_Sun_Exposed_Lower_leg	AUTO
SMAD4.Skin_Not_Sun_Exposed_Suprapubic	18	../summary/WH_GTEx/SMAD4.Skin_Not_Sun_Exposed_Suprapubic	AUTO
SMAD4.Skin_Sun_Exposed_Lower_leg	18	../summary/WH_GTEx/SMAD4.Skin_Sun_Exposed_Lower_leg	AUTO
SMARCE1.Cells_Cultured_fibroblasts	17	../summary/WH_GTEx/SMARCE1.Cells_Cultured_fibroblasts	AUTO
SMARCE1.Cells_EBV-transformed_lymphocytes	17	../summary/WH_GTEx/SMARCE1.Cells_EBV-transformed_lymphocytes	AUTO
SMARCE1.Skin_Not_Sun_Exposed_Suprapubic	17	../summary/WH_GTEx/SMARCE1.Skin_Not_Sun_Exposed_Suprapubic	AUTO
SMARCE1.Skin_Sun_Exposed_Lower_leg	17	../summary/WH_GTEx/SMARCE1.Skin_Sun_Exposed_Lower_leg	AUTO
SMARCE1.Whole_Blood	17	../summary/WH_GTEx/SMARCE1.Whole_Blood	AUTO
SOCS1.Skin_Not_Sun_Exposed_Suprapubic	16	../summary/WH_GTEx/SOCS1.Skin_Not_Sun_Exposed_Suprapubic	AUTO
SPATA32.Skin_Sun_Exposed_Lower_leg	17	../summary/WH_GTEx/SPATA32.Skin_Sun_Exposed_Lower_leg	AUTO
SPATA32.Whole_Blood	17	../summary/WH_GTEx/SPATA32.Whole_Blood	AUTO
SPPL3.Cells_Cultured_fibroblasts	12	../summary/WH_GTEx/SPPL3.Cells_Cultured_fibroblasts	AUTO
SPRR2B.Skin_Sun_Exposed_Lower_leg	1	../summary/WH_GTEx/SPRR2B.Skin_Sun_Exposed_Lower_leg	AUTO
SPRR2D.Skin_Not_Sun_Exposed_Suprapubic	1	../summary/WH_GTEx/SPRR2D.Skin_Not_Sun_Exposed_Suprapubic	AUTO
SPRR2D.Skin_Sun_Exposed_Lower_leg	1	../summary/WH_GTEx/SPRR2D.Skin_Sun_Exposed_Lower_leg	AUTO
SRP54.Whole_Blood	14	../summary/WH_GTEx/SRP54.Whole_Blood	AUTO
STAC3.Cells_Cultured_fibroblasts	12	../summary/WH_GTEx/STAC3.Cells_Cultured_fibroblasts	AUTO
STARD3.Cells_Cultured_fibroblasts	17	../summary/WH_GTEx/STARD3.Cells_Cultured_fibroblasts	AUTO
STAT6.Cells_Cultured_fibroblasts	12	../summary/WH_GTEx/STAT6.Cells_Cultured_fibroblasts	AUTO
STMN3.Skin_Sun_Exposed_Lower_leg	20	../summary/WH_GTEx/STMN3.Skin_Sun_Exposed_Lower_leg	AUTO
STMN3.Whole_Blood	20	../summary/WH_GTEx/STMN3.Whole_Blood	AUTO
SUFU.Cells_Cultured_fibroblasts	10	../summary/WH_GTEx/SUFU.Cells_Cultured_fibroblasts	AUTO
SUFU.Skin_Sun_Exposed_Lower_leg	10	../summary/WH_GTEx/SUFU.Skin_Sun_Exposed_Lower_leg	AUTO
SUFU.Whole_Blood	10	../summary/WH_GTEx/SUFU.Whole_Blood	AUTO
SUOX.Cells_Cultured_fibroblasts	12	../summary/WH_GTEx/SUOX.Cells_Cultured_fibroblasts	AUTO
SUOX.Skin_Not_Sun_Exposed_Suprapubic	12	../summary/WH_GTEx/SUOX.Skin_Not_Sun_Exposed_Suprapubic	AUTO
SUOX.Skin_Sun_Exposed_Lower_leg	12	../summary/WH_GTEx/SUOX.Skin_Sun_Exposed_Lower_leg	AUTO
SUOX.Whole_Blood	12	../summary/WH_GTEx/SUOX.Whole_Blood	AUTO
TARS2.Cells_Cultured_fibroblasts	1	../summary/WH_GTEx/TARS2.Cells_Cultured_fibroblasts	AUTO
TARS2.Skin_Sun_Exposed_Lower_leg	1	../summary/WH_GTEx/TARS2.Skin_Sun_Exposed_Lower_leg	AUTO
TDRKH.Skin_Sun_Exposed_Lower_leg	1	../summary/WH_GTEx/TDRKH.Skin_Sun_Exposed_Lower_leg	AUTO
TEF.Cells_EBV-transformed_lymphocytes	22	../summary/WH_GTEx/TEF.Cells_EBV-transformed_lymphocytes	AUTO
TEF.Whole_Blood	22	../summary/WH_GTEx/TEF.Whole_Blood	AUTO
THEMIS.Cells_Cultured_fibroblasts	6	../summary/WH_GTEx/THEMIS.Cells_Cultured_fibroblasts	AUTO
TLR1.Cells_EBV-transformed_lymphocytes	4	../summary/WH_GTEx/TLR1.Cells_EBV-transformed_lymphocytes	AUTO
TLR1.Skin_Not_Sun_Exposed_Suprapubic	4	../summary/WH_GTEx/TLR1.Skin_Not_Sun_Exposed_Suprapubic	AUTO
TLR10.Cells_EBV-transformed_lymphocytes	4	../summary/WH_GTEx/TLR10.Cells_EBV-transformed_lymphocytes	AUTO
TLR10.Skin_Sun_Exposed_Lower_leg	4	../summary/WH_GTEx/TLR10.Skin_Sun_Exposed_Lower_leg	AUTO
TLR10.Whole_Blood	4	../summary/WH_GTEx/TLR10.Whole_Blood	AUTO
TLR6.Cells_Cultured_fibroblasts	4	../summary/WH_GTEx/TLR6.Cells_Cultured_fibroblasts	AUTO
TLR6.Cells_EBV-transformed_lymphocytes	4	../summary/WH_GTEx/TLR6.Cells_EBV-transformed_lymphocytes	AUTO
TLR6.Skin_Not_Sun_Exposed_Suprapubic	4	../summary/WH_GTEx/TLR6.Skin_Not_Sun_Exposed_Suprapubic	AUTO
TLR6.Skin_Sun_Exposed_Lower_leg	4	../summary/WH_GTEx/TLR6.Skin_Sun_Exposed_Lower_leg	AUTO
TMEM156.Skin_Sun_Exposed_Lower_leg	4	../summary/WH_GTEx/TMEM156.Skin_Sun_Exposed_Lower_leg	AUTO
TMEM232.Cells_Cultured_fibroblasts	5	../summary/WH_GTEx/TMEM232.Cells_Cultured_fibroblasts	AUTO
TMEM232.Cells_EBV-transformed_lymphocytes	5	../summary/WH_GTEx/TMEM232.Cells_EBV-transformed_lymphocytes	AUTO
TMEM232.Skin_Not_Sun_Exposed_Suprapubic	5	../summary/WH_GTEx/TMEM232.Skin_Not_Sun_Exposed_Suprapubic	AUTO
TMEM232.Skin_Sun_Exposed_Lower_leg	5	../summary/WH_GTEx/TMEM232.Skin_Sun_Exposed_Lower_leg	AUTO
TNFRSF14.Cells_Cultured_fibroblasts	1	../summary/WH_GTEx/TNFRSF14.Cells_Cultured_fibroblasts	AUTO
TNFRSF14.Cells_EBV-transformed_lymphocytes	1	../summary/WH_GTEx/TNFRSF14.Cells_EBV-transformed_lymphocytes	AUTO
TNFRSF6B.Cells_Cultured_fibroblasts	20	../summary/WH_GTEx/TNFRSF6B.Cells_Cultured_fibroblasts	AUTO
TNFRSF6B.Skin_Sun_Exposed_Lower_leg	20	../summary/WH_GTEx/TNFRSF6B.Skin_Sun_Exposed_Lower_leg	AUTO
TNIP3.Whole_Blood	4	../summary/WH_GTEx/TNIP3.Whole_Blood	AUTO
TRAF1.Skin_Not_Sun_Exposed_Suprapubic	9	../summary/WH_GTEx/TRAF1.Skin_Not_Sun_Exposed_Suprapubic	AUTO
TRAF1.Skin_Sun_Exposed_Lower_leg	9	../summary/WH_GTEx/TRAF1.Skin_Sun_Exposed_Lower_leg	AUTO
TRIM8.Cells_Cultured_fibroblasts	10	../summary/WH_GTEx/TRIM8.Cells_Cultured_fibroblasts	AUTO
TRIM8.Skin_Not_Sun_Exposed_Suprapubic	10	../summary/WH_GTEx/TRIM8.Skin_Not_Sun_Exposed_Suprapubic	AUTO
TRIM8.Whole_Blood	10	../summary/WH_GTEx/TRIM8.Whole_Blood	AUTO
TSLP.Cells_Cultured_fibroblasts	5	../summary/WH_GTEx/TSLP.Cells_Cultured_fibroblasts	AUTO
TSLP.Skin_Not_Sun_Exposed_Suprapubic	5	../summary/WH_GTEx/TSLP.Skin_Not_Sun_Exposed_Suprapubic	AUTO
TSLP.Skin_Sun_Exposed_Lower_leg	5	../summary/WH_GTEx/TSLP.Skin_Sun_Exposed_Lower_leg	AUTO
TUBG2.Skin_Not_Sun_Exposed_Suprapubic	17	../summary/WH_GTEx/TUBG2.Skin_Not_Sun_Exposed_Suprapubic	AUTO
UBXN11.Skin_Sun_Exposed_Lower_leg	1	../summary/WH_GTEx/UBXN11.Skin_Sun_Exposed_Lower_leg	AUTO
USP34.Cells_Cultured_fibroblasts	2	../summary/WH_GTEx/USP34.Cells_Cultured_fibroblasts	AUTO
WDR36.Skin_Not_Sun_Exposed_Suprapubic	5	../summary/WH_GTEx/WDR36.Skin_Not_Sun_Exposed_Suprapubic	AUTO
WDR36.Skin_Sun_Exposed_Lower_leg	5	../summary/WH_GTEx/WDR36.Skin_Sun_Exposed_Lower_leg	AUTO
ZBTB7B.Skin_Not_Sun_Exposed_Suprapubic	1	../summary/WH_GTEx/ZBTB7B.Skin_Not_Sun_Exposed_Suprapubic	AUTO
ZBTB7B.Skin_Sun_Exposed_Lower_leg	1	../summary/WH_GTEx/ZBTB7B.Skin_Sun_Exposed_Lower_leg	AUTO
ZGPAT.Cells_Cultured_fibroblasts	20	../summary/WH_GTEx/ZGPAT.Cells_Cultured_fibroblasts	AUTO
ZGPAT.Skin_Not_Sun_Exposed_Suprapubic	20	../summary/WH_GTEx/ZGPAT.Skin_Not_Sun_Exposed_Suprapubic	AUTO
ZNF652.Skin_Not_Sun_Exposed_Suprapubic	17	../summary/WH_GTEx/ZNF652.Skin_Not_Sun_Exposed_Suprapubic	AUTO
ZNF652.Skin_Sun_Exposed_Lower_leg	17	../summary/WH_GTEx/ZNF652.Skin_Sun_Exposed_Lower_leg	AUTO
ZNF774.Cells_EBV-transformed_lymphocytes	15	../summary/WH_GTEx/ZNF774.Cells_EBV-transformed_lymphocytes	AUTO
